date, pm25, pm10, o3, no2, so2, co
2024/10/29, 41, 25, 18, 2, 2, 6
2024/10/30, 42, 92, 22, 3, 5, 9
2024/10/31, 542, 27, 19, 2, 2, 4
2024/11/1, 205, 28, 19, 3, 2, 5
2024/11/2, 41, 26, 20, 2, 2, 5
2024/11/3, 40, 18, 17, 2, 2, 5
2024/11/4, 19, 68, 26, 5, 7, 7
2024/11/5, 130, 34, 18, 4, 2, 5
2024/11/6, 50, 39, 18, 3, 2, 5
2024/11/7, 48, 32, 19, 3, 2, 5
2024/11/8, 50, 57, 18, 3, 2, 5
2024/11/9, 78, 18, 19, 1, 2, 5
2024/11/10, 34, 18, 17, 2, 2, 5
2024/11/11, 30, 27, 14, 4, 2, 5
2024/11/12, 38, 29, 13, 3, 2, 5
2024/11/13, 43, 26, 22, 2, 4, 9
2024/11/14, 41, 30, 42, 14, 13, 4
2024/11/15, 46, 33, 16, 7, , 
2024/11/16, 45, 24, 17, 4, , 
2024/11/17, 42, 24, 15, 2, , 
2024/11/18, 39, 23, 16, 3, , 
2024/11/19, 41, 33, 17, 6, , 
2024/11/20, 48, 26, 24, 4, 9, 2
2024/11/21, 45, 35, 17, 6, , 1
2024/11/22, 47, 31, 17, 6, , 1
2024/11/23, 44, 74, 21, 11, , 2
2024/11/24, 86, 41, 16, 7, , 2
2024/11/25, 49, 49, 16, 5, , 1
2024/11/26, 65, 48, 13, 7, , 2
2024/11/27, 56, 44, 12, 7, , 2
2024/11/28, 48, 41, 14, 10, , 2
2024/11/29, 50, 40, 29, 10, 5, 5
2024/11/30, 49, 28, 14, 7, , 2
2024/12/1, 47, 25, 15, 4, , 2
2024/12/2, 45, 66, 19, 6, 3, 4
2024/12/3, 88, 28, 16, 5, , 2
2024/12/4, 47, 47, 17, 11, , 2
2024/12/5, 60, 39, 16, 5, , 1
2024/12/6, 52, 31, 15, 4, , 1
2024/12/7, 53, 33, 16, 4, , 1
2024/12/8, 49, 36, 16, 4, , 1
2024/12/9, 52, 39, 17, 4, , 1
2024/12/10, 55, 41, 25, 8, 4, 4
2024/12/11, 57, 40, 16, 5, , 2
2024/12/12, 56, 34, 17, 5, , 2
2024/12/13, 53, 36, 18, 7, , 2
2024/12/14, 50, 34, 15, 10, , 2
2024/12/15, 49, 68, 13, 5, , 2
2024/12/16, 86, 37, 13, 5, , 1
2024/12/17, 52, 43, 16, 9, , 2
2024/12/18, 54, 70, 22, 6, 4, 4
2024/12/19, 125, 26, 17, 4, 1, 2
2024/12/20, 11, 29, 19, 6, 1, 2
2024/12/21, 13, 35, 16, 7, 1, 2
2024/12/22, 66, 63, 14, 4, 1, 2
2024/12/23, 72, 22, 12, 4, 1, 2
2024/12/24, 28, 26, 19, 12, 3, 4
2024/12/25, 30, 60, 12, 3, , 2
2024/12/26, 71, 21, 11, 2, , 2
2024/12/27, 26, 26, 12, 2, , 2
2024/12/28, 31, 35, 13, 3, , 2
2024/12/29, 36, 40, 23, 2, , 2
2024/12/30, 49, , , , , 
2024/7/2, 57, 38, 39, 7, 5, 4
2024/7/3, 60, 31, 18, 5, 1, 1
2024/7/4, 54, 29, 17, 6, 1, 1
2024/7/5, 50, 54, 16, 7, 1, 2
2024/7/6, 52, 73, 15, 8, 1, 2
2024/7/7, 91, 24, 16, 9, 1, 2
2024/7/8, 53, 25, 17, 7, 1, 2
2024/7/9, 52, 65, 27, 8, 4, 6
2024/7/10, 95, 29, 21, 7, 1, 2
2024/7/11, 52, 38, 23, 7, 1, 2
2024/7/12, 46, 21, 22, 7, 1, 2
2024/7/13, 39, 55, 23, 9, 1, 2
2024/7/14, 80, 30, 24, 6, 2, 2
2024/7/15, 55, 32, 32, 7, 8, 3
2024/7/16, 54, 38, 22, 5, 1, 3
2024/7/17, 69, 32, 21, 5, 1, 3
2024/7/18, 58, 25, 18, 5, 1, 3
2024/7/19, 45, 32, 15, 11, 1, 3
2024/7/20, 52, , , , , 
2024/7/22, 46, 30, 16, 7, 2, 4
2024/7/23, 50, 24, 26, 6, 6, 6
2024/7/24, 47, 28, 20, 8, 1, 4
2024/7/25, 44, 27, 19, 7, 1, 4
2024/7/26, 46, 34, 18, 5, 1, 4
2024/7/27, 52, 35, 22, 3, 1, 4
2024/7/28, 65, 28, 20, 3, 1, 4
2024/7/29, 56, 68, 19, 4, 1, 4
2024/7/30, 86, 63, 18, 5, 2, 8
2024/7/31, 65, 58, 12, 9, 1, 4
2024/8/1, 78, 20, 13, 9, 1, 3
2024/8/2, 39, 21, 14, 9, 1, 3
2024/8/3, 37, 23, 17, 11, 2, 4
2024/8/4, 47, 24, 16, 8, 1, 4
2024/8/5, 39, 165, 18, 9, 1, 4
2024/8/6, 54, 29, 19, 12, 1, 4
2024/8/7, 41, 25, 20, 11, 1, 4
2024/8/8, 46, 69, 28, 10, 8, 7
2024/8/9, 191, 33, 20, 10, 1, 4
2024/8/10, 52, 33, 20, 9, 1, 4
2024/8/11, 55, 27, 20, 10, 2, 4
2024/8/12, 51, 31, 21, 9, 1, 5
2024/8/13, 57, 32, 18, 10, 2, 5
2024/8/14, 51, 32, 16, 9, 2, 5
2024/8/15, 53, 37, 16, 10, 2, 4
2024/8/16, 61, 28, 31, 8, 8, 7
2024/8/17, 53, 26, 20, 10, 1, 5
2024/8/18, 50, 24, 20, 11, 2, 5
2024/8/19, 50, 31, 18, 12, 2, 5
2024/8/20, 50, 28, 25, 12, 7, 7
2024/8/21, 50, 24, 19, 12, 2, 5
2024/8/22, 40, 40, 23, 12, 2, 5
2024/8/23, 52, 42, 22, 10, 2, 5
2024/8/24, 51, 60, 21, 7, 2, 5
2024/8/25, 64, 42, 20, 7, 2, 5
2024/8/26, 51, 46, 20, 7, 2, 5
2024/8/27, 55, 37, 20, 8, 2, 5
2024/8/28, 59, 32, 28, 8, 5, 7
2024/8/29, 93, 61, 22, 8, 1, 5
2024/8/30, 81, 63, 22, 11, 2, 5
2024/8/31, 88, 24, 22, 10, 2, 3
2024/9/1, 36, 30, 22, 8, 1, 4
2024/9/2, 49, 25, 21, 9, 1, 4
2024/9/3, 41, 59, 32, 9, 9, 7
2024/9/4, 90, 25, 20, 8, 2, 4
2024/9/5, 50, 28, 22, 8, 2, 5
2024/9/6, 46, 19, 20, 7, 2, 5
2024/9/7, 36, 21, 21, 7, 2, 5
2024/9/8, 41, 23, 21, 6, 1, 5
2024/9/9, 45, 27, 23, 6, 1, 5
2024/9/10, 46, 27, 20, 7, 1, 5
2024/9/11, 49, 25, 20, 8, 2, 5
2024/9/12, 44, 32, 22, 10, 2, 5
2024/9/13, 81, 32, 29, 10, 4, 7
2024/9/14, 215, 31, 25, 8, 2, 5
2024/9/15, 51, 31, 24, 8, 2, 5
2024/9/16, 56, 34, 24, 8, 1, 5
2024/9/17, 54, 24, 7, 8, 2, 5
2024/9/18, 44, 29, 1, 8, 2, 5
2024/9/19, 55, 28, 24, 5, 4, 7
2024/9/20, 104, 27, 21, 2, 1, 5
2024/9/21, 49, 25, 20, 4, 2, 5
2024/9/22, 39, 21, 19, 6, 2, 5
2024/9/23, 40, 27, 18, 6, 2, 5
2024/9/24, 44, 30, 20, 7, 2, 5
2024/9/25, 45, 37, 32, 4, 5, 8
2024/9/26, 53, 53, 22, 3, 2, 5
2024/9/27, 51, 66, 22, 1, 2, 5
2024/9/28, 85, 33, 20, 1, 2, 4
2024/9/29, 47, 30, 19, 6, 2, 5
2024/9/30, 46, 25, 18, 1, 2, 5
2024/10/1, 45, 31, 19, 2, 2, 5
2024/4/2, 37, 50, 17, 11, 5, 6
2024/4/3, 78, 19, 11, 8, 1, 2
2024/4/4, 36, 27, 11, 16, 4, 1
2024/4/5, 37, 30, 11, 16, 2, 1
2024/4/6, 48, 64, 13, 12, 2, 3
2024/4/7, 92, 38, 12, 15, 3, 2
2024/4/8, 56, 35, 13, 13, 2, 1
2024/4/9, 55, 45, 15, 18, 5, 1
2024/4/10, 66, 39, 12, 14, 8, 1
2024/4/11, 59, 38, 4, 25, 6, 1
2024/4/12, 57, 30, 13, 18, 5, 1
2024/4/13, 53, 24, 9, 19, 4, 1
2024/4/14, 54, 21, 16, 21, 5, 1
2024/4/15, 38, 25, 15, 18, 3, 1
2024/4/16, 37, 47, 17, 17, 1, 2
2024/4/17, 55, 33, 19, 14, 6, 3
2024/4/18, 49, 27, 15, 9, 1, 2
2024/4/19, 46, 23, 15, 8, , 1
2024/4/20, 39, 20, 13, 9, 1, 2
2024/4/21, 36, 25, 11, 8, 1, 2
2024/4/22, 41, 36, 13, 10, 1, 2
2024/4/23, 54, 28, 12, 10, 1, 3
2024/4/24, 47, 22, 10, 10, 1, 3
2024/4/25, 41, 20, 11, 9, 1, 3
2024/4/26, 40, 92, 17, 8, 6, 3
2024/4/27, 153, 27, 14, 9, 1, 3
2024/4/28, 47, 23, 13, 8, 1, 2
2024/4/29, 39, 40, 12, 10, 1, 2
2024/4/30, 52, 28, 12, 9, 1, 2
2024/5/1, 46, 24, 13, 5, 1, 2
2024/5/2, 46, 31, 14, 9, 1, 2
2024/5/3, 51, 30, 30, 8, 17, 7
2024/5/4, 52, 33, 15, 9, 2, 2
2024/5/5, 50, 21, 16, 5, 1, 2
2024/5/6, 44, 24, 13, 7, 1, 2
2024/5/7, 45, 26, 14, 8, 1, 2
2024/5/8, 45, 78, 32, 10, 4, 5
2024/5/9, 150, 30, 15, 6, 1, 3
2024/5/10, 48, 28, 15, 8, 1, 3
2024/5/11, 45, 96, 19, 6, 1, 2
2024/5/12, 52, 24, 17, 6, 1, 3
2024/5/13, 49, 28, 35, 9, 3, 4
2024/5/14, 48, 33, 19, 7, 1, 3
2024/5/15, 59, 38, 17, 9, 1, 4
2024/5/16, 68, 35, 14, 8, 1, 3
2024/5/17, 58, 28, 13, 11, 1, 4
2024/5/18, 39, 23, 17, 9, 1, 4
2024/5/19, 43, 28, 16, 7, 1, 4
2024/5/20, 49, 24, 15, 5, 1, 4
2024/5/21, 46, 25, 15, 5, 1, 4
2024/5/22, 47, 26, 16, 7, 1, 4
2024/5/23, 51, 65, 22, 7, 1, 5
2024/5/24, 94, 28, 14, 6, 1, 4
2024/5/25, 63, 22, 19, 6, 1, 4
2024/5/26, 49, 21, 18, 5, 1, 4
2024/5/27, 48, 26, 18, 7, 1, 4
2024/5/28, 55, 64, 19, 7, 5, 6
2024/5/29, 95, 21, 17, 6, , 4
2024/5/30, 41, 39, 16, 5, 1, 4
2024/5/31, 97, 73, 15, 7, 1, 3
2024/6/1, 94, 25, 16, 6, 1, 3
2024/6/2, 56, 34, 15, 5, 1, 4
2024/6/3, 70, 27, 16, 4, 1, 4
2024/6/4, 59, 24, 15, 5, 1, 4
2024/6/5, 52, 27, 17, 14, 4, 8
2024/6/6, 93, 64, 12, 7, 1, 4
2024/6/7, 98, 37, 15, 7, 1, 3
2024/6/8, 77, 29, 13, 4, 1, 2
2024/6/9, 61, 24, 14, 5, 1, 2
2024/6/10, 48, 23, 13, 7, 1, 2
2024/6/11, 45, 24, 30, 8, 5, 5
2024/6/12, 88, 26, 13, 4, 1, 2
2024/6/13, 84, 25, 15, 7, 1, 3
2024/6/14, 74, 23, 17, 7, 1, 3
2024/6/15, 46, 25, 15, 5, 1, 3
2024/6/16, 46, 26, 14, 4, 1, 3
2024/6/17, 57, 32, 15, 8, 1, 3
2024/6/18, 66, 26, 17, 8, 1, 3
2024/6/19, 52, 19, 42, 9, 4, 5
2024/6/20, 37, 20, 17, 4, 1, 3
2024/6/21, 42, 27, 18, 6, 1, 3
2024/6/22, 52, 25, 19, 6, 1, 4
2024/6/23, 45, 28, 17, 3, 1, 4
2024/6/24, 137, 35, 16, 7, 1, 4
2024/6/25, 71, 63, 17, 6, 1, 4
2024/6/26, 107, 25, 18, 7, 1, 3
2024/6/27, 51, 44, 21, 6, 8, 3
2024/6/28, 82, 31, 17, 8, 2, 4
2024/6/29, 61, 32, 18, 10, 1, 5
2024/6/30, 62, 74, 18, 14, 2, 5
2024/7/1, 110, 32, 19, 7, 2, 4
2024/1/2, 60, 24, 11, 10, 1, 4
2024/1/3, 36, 28, 13, 14, 1, 4
2024/1/4, 39, 40, 16, 13, 4, 6
2024/1/5, 50, 31, 14, 12, 1, 4
2024/1/6, 41, 33, 13, 9, , 4
2024/1/7, 47, 27, 12, 5, , 4
2024/1/8, 42, 27, 12, 12, 4, 7
2024/1/9, 38, 25, 16, 11, 3, 5
2024/1/10, 35, 24, 14, 6, 8, 7
2024/1/11, 40, 34, 14, 7, 5, 6
2024/1/12, 46, , , , , 
2024/2/6, 356, , , , , 
2024/2/20, 131, 28, 5, 6, , 
2024/2/21, 44, 28, 7, 10, 2, 2
2024/2/22, 43, 37, 11, 11, 2, 3
2024/2/23, 44, 47, 6, 13, 2, 3
2024/2/24, 52, 41, 7, 12, 2, 2
2024/2/25, 55, 37, 8, 10, 2, 2
2024/2/26, 59, 43, 8, 11, 2, 2
2024/2/27, 61, 41, 8, 8, 1, 2
2024/2/28, 57, , , 3, 1, 
2024/3/1, 51, 37, 12, 14, 2, 2
2024/3/2, 50, 37, 12, 13, 2, 2
2024/3/3, 55, 33, 9, 13, 2, 2
2024/3/4, 53, 31, 10, 11, 2, 2
2024/3/5, 49, 33, 11, 14, 2, 3
2024/3/6, 50, 27, 9, 6, 1, 2
2024/3/7, 47, 60, 14, 9, 4, 5
2024/3/8, 94, 28, 12, 8, 1, 3
2024/3/9, 51, 31, 13, 12, 2, 3
2024/3/10, 49, 29, 12, 10, 2, 3
2024/3/11, 49, 33, 13, 16, 2, 3
2024/3/12, 50, 63, 15, 13, 6, 6
2024/3/13, 91, 27, 13, 14, 4, 3
2024/3/14, 43, 21, 12, 7, 3, 3
2024/3/15, 46, 31, 9, 17, 4, 3
2024/3/16, 51, 25, 10, 10, 3, 3
2024/3/17, 47, 37, 10, 13, 2, 3
2024/3/18, 55, 37, 6, 18, 6, 3
2024/3/19, 58, 66, 9, 15, 7, 4
2024/3/20, 86, 43, 9, 15, 5, 3
2024/3/21, 53, 33, 10, 13, 4, 3
2024/3/22, 46, 25, 7, 14, 3, 3
2024/3/23, 43, 21, 9, 5, 2, 3
2024/3/24, 33, 73, 6, 12, 3, 4
2024/3/25, 81, 28, 9, 10, 2, 5
2024/3/26, 39, 63, 7, 15, 2, 4
2024/3/27, 74, 72, 11, 20, 5, 7
2024/3/28, 123, 66, 10, 19, 3, 3
2024/3/29, 75, 40, 8, 15, 2, 2
2024/3/30, 54, 25, 10, 12, 2, 2
2024/3/31, 48, 21, 13, 10, 2, 2
2024/4/1, 39, 18, 13, 9, 1, 2
2023/10/25, 51, 41, , 20, 5, 6
2023/10/26, 56, 24, , 11, 4, 6
2023/10/27, 44, 43, , 15, 4, 7
2023/10/28, 58, , , , , 
2023/10/31, 53, 40, , 15, 4, 8
2023/11/1, 64, 27, , 9, 4, 8
2023/11/2, 53, 30, 25, 12, 7, 10
2023/11/3, 51, 29, 25, 10, 4, 8
2023/11/4, 49, 27, 25, 10, 5, 9
2023/11/5, 51, 29, 25, 15, 6, 9
2023/11/6, 52, 34, 25, 14, 10, 9
2023/11/7, 55, 28, 20, 11, 7, 9
2023/11/8, 47, 25, 42, 8, 7, 9
2023/11/9, 43, 22, 18, 1, 7, 10
2023/11/10, 40, 32, 19, 8, 8, 10
2023/11/11, 43, 28, 19, 6, 9, 10
2023/11/12, 47, 82, 21, 3, 9, 10
2023/11/13, 48, , 21, 11, 11, 10
2023/11/14, 55, 39, 22, 10, 13, 20
2023/11/15, 82, 29, 22, 5, 2, 11
2023/11/16, 48, 70, 23, 7, , 9
2023/11/17, 68, 35, 23, 6, , 9
2023/11/18, 57, 37, 22, 9, , 9
2023/11/19, 53, 24, 22, 1, 1, 8
2023/11/20, 48, 29, 18, 6, 2, 8
2023/11/21, 51, 23, 129, 4, 1, 7
2023/11/22, 44, 26, 18, 14, 11, 14
2023/11/23, 47, 26, 21, 2, 2, 8
2023/11/24, 45, 28, 22, 6, 2, 6
2023/11/25, 48, 24, 19, 2, 2, 6
2023/11/26, 44, 24, 19, 5, 2, 7
2023/11/27, 51, 39, 17, 8, 51, 6
2023/11/28, 87, 26, 22, 12, 1, 7
2023/11/29, 45, 24, 23, 8, , 7
2023/11/30, 44, 23, 25, 10, 1, 8
2023/12/1, 45, 26, 23, 15, 2, 8
2023/12/2, 49, 29, 23, 10, 1, 8
2023/12/3, 50, 31, 23, 13, 1, 8
2023/12/4, 50, 27, 22, 8, 1, 8
2023/12/5, 47, 34, 22, 13, 5, 7
2023/12/6, 52, 30, 22, 21, 4, 3
2023/12/7, 51, 31, 23, 23, 5, 3
2023/12/8, 56, 33, 23, 18, 3, 3
2023/12/9, 53, 27, 23, 26, 6, 3
2023/12/10, 50, 22, 22, 17, 3, 3
2023/12/11, 44, 25, 22, 22, 3, 3
2023/12/12, 43, 31, 24, 24, 9, 9
2023/12/13, 54, 31, 24, 12, 2, 3
2023/12/14, 54, 33, 24, 19, 4, 3
2023/12/15, 48, 34, , 18, 3, 3
2023/12/16, 52, 38, , 21, 4, 3
2023/12/17, 48, 38, 4, 17, 4, 3
2023/12/18, 52, 31, 4, 20, 5, 3
2023/12/19, 110, 21, 17, 12, 2, 3
2023/12/20, 42, 72, 17, 22, 12, 7
2023/12/21, 83, 53, 31, 11, 8, 12
2023/12/22, 79, 31, 14, 16, 1, 1
2023/12/23, 45, 23, 16, 16, 2, 1
2023/12/24, 40, 21, 14, 8, , 2
2023/12/25, 38, 32, 13, 20, 2, 3
2023/12/26, 46, 21, 13, 7, , 3
2023/12/27, 35, 29, 11, 14, , 3
2023/12/28, 43, 66, 10, 18, 3, 3
2023/12/29, 83, 30, 11, 19, 5, 6
2023/12/30, 38, 30, 9, 18, 1, 4
2023/12/31, 38, 29, 10, 18, 2, 4
2024/1/1, 41, 37, 9, 14, 1, 4
2023/7/2, 19, 27, 14, , , 3
2023/7/3, 20, 71, 15, 3, 1, 6
2023/7/4, 86, 34, 14, 6, , 2
2023/7/5, 42, 38, 1, 2, , 1
2023/7/6, 47, 106, 2, 2, , 1
2023/7/7, 50, 41, 20, 2, , 1
2023/7/8, 43, 28, 22, 2, , 
2023/7/9, 30, 29, 26, 3, 1, 1
2023/7/10, 36, 33, 23, 5, 5, 2
2023/7/11, 41, 35, 71, 3, 7, 6
2023/7/12, 36, 30, 17, 7, 6, 3
2023/7/13, 19, 34, 21, 3, 5, 4
2023/7/14, 26, 29, 20, 1, 6, 3
2023/7/15, 23, 26, 19, 3, 6, 3
2023/7/16, 23, 28, 22, 1, 5, 3
2023/7/17, 39, 40, 25, 2, 6, 3
2023/7/18, 50, 47, 26, 6, 7, 6
2023/7/19, 52, 35, 21, 2, , 6
2023/7/20, 37, 29, 20, 4, , 6
2023/7/21, 32, , , , , 
2023/7/25, 23, 27, 19, 9, , 6
2023/7/26, 23, 34, 22, 4, 1, 6
2023/7/27, 28, 28, 23, 4, , 6
2023/7/28, 30, 29, 23, 4, 3, 11
2023/7/29, 36, 28, 22, 3, , 6
2023/7/30, 36, 29, 22, 2, 1, 6
2023/7/31, 37, 40, 20, 3, 1, 6
2023/8/1, 52, 62, 19, 5, 4, 10
2023/8/2, 45, 27, 17, 5, 1, 6
2023/8/3, 38, 30, 16, 7, , 6
2023/8/4, 33, 68, 14, 8, , 6
2023/8/5, 30, 30, 14, 8, 1, 6
2023/8/6, 42, 31, 16, 6, , 6
2023/8/7, 42, 31, 16, 8, , 7
2023/8/8, 39, 26, 18, 7, , 6
2023/8/9, 33, 60, 26, 15, 3, 10
2023/8/10, 73, 24, 20, 8, 2, 6
2023/8/11, 85, 24, 20, 10, 2, 6
2023/8/12, 55, 25, 23, 7, 2, 6
2023/8/13, 27, 24, 19, 9, 2, 6
2023/8/14, 35, 21, 19, 7, 1, 5
2023/8/15, 31, 21, 14, 8, 2, 6
2023/8/16, 32, 27, 20, 10, 5, 7
2023/8/17, 40, 25, 19, 5, 4, 4
2023/8/18, 39, 23, 19, 8, 7, 5
2023/8/19, 66, 28, 19, 6, 7, 5
2023/8/20, 18, 22, 19, 5, 7, 5
2023/8/21, 16, 21, 19, 5, 7, 5
2023/8/22, 16, 42, , 6, 7, 5
2023/8/23, 22, 34, , 7, 8, 5
2023/8/24, 57, 27, , 5, 7, 5
2023/8/25, 45, 22, 21, 10, 11, 9
2023/8/26, 81, 28, 21, 6, 7, 5
2023/8/27, 51, 26, 21, 7, 7, 5
2023/8/28, 53, 24, 21, 6, 5, 3
2023/8/29, 49, 37, 18, 10, 6, 4
2023/8/30, 94, 47, 20, 5, 2, 3
2023/8/31, 63, 36, 20, 7, 2, 5
2023/9/1, 51, 31, 20, 7, 2, 3
2023/9/2, 45, 22, 20, 5, 3, 3
2023/9/3, 40, 21, 20, 7, 3, 3
2023/9/4, 34, 28, 26, 13, 9, 4
2023/9/5, 41, 39, 23, 9, 8, 5
2023/9/6, 53, 33, 23, 9, 10, 7
2023/9/7, 57, 29, 22, 9, 7, 4
2023/9/8, 54, 25, 22, 5, 6, 4
2023/9/9, 44, 32, 24, 7, 6, 4
2023/9/10, 51, 27, 22, 3, 6, 4
2023/9/11, 50, 55, 22, 4, 6, 4
2023/9/12, 45, 50, 22, 6, 6, 6
2023/9/13, 55, 46, 22, 7, 1, 4
2023/9/14, 58, 45, 20, 4, 1, 4
2023/9/15, 62, 35, 20, 4, 1, 4
2023/9/16, 56, 26, 20, 5, 1, 4
2023/9/17, 38, 29, , 14, 4, 4
2023/9/18, 52, 24, , 6, 1, 5
2023/9/19, 46, 27, , 7, 2, 4
2023/9/20, 58, 22, , 9, 2, 5
2023/9/21, 46, , , , , 
2023/4/2, 51, 34, 6, 21, 11, 6
2023/4/3, 33, 34, 5, 23, 11, 6
2023/4/4, 30, 30, 7, 19, 11, 6
2023/4/5, 33, 34, 8, 19, 10, 6
2023/4/6, 44, 38, 24, 20, 13, 9
2023/4/7, 43, 37, 9, 14, 10, 4
2023/4/8, 40, 39, 10, 17, 10, 4
2023/4/9, 38, 34, 12, 20, 11, 4
2023/4/10, 35, 34, 12, 18, 10, 4
2023/4/11, 44, 32, 12, 16, 10, 4
2023/4/12, 34, 26, 19, 14, 12, 7
2023/4/13, 29, 26, 13, 20, 10, 4
