date, pm25, pm10, o3, no2, so2, co
2024/4/24, 142, 53, 11, 6, 1, 13
2024/4/25, 131, 30, 8, 6, 1, 6
2024/4/26, 74, 40, 13, 7, 1, 10
2024/4/27, 98, 68, 11, 6, 1, 15
2024/4/28, 149, 52, 11, 6, 1, 13
2024/4/29, 121, 25, 11, 5, 2, 7
2024/4/30, 101, 54, 12, 5, 2, 14
2024/5/1, 107, 64, 7, 7, 1, 18
2024/5/2, 140, 68, 6, 6, 1, 19
2024/5/3, 149, 77, 10, 6, 1, 20
2024/5/4, 180, 29, 14, 9, , 8
2024/5/5, 63, 45, 13, 7, , 12
2024/5/6, 116, 27, 16, 8, , 8
2024/5/7, 96, 37, 12, 7, 1, 10
2024/5/8, 170, 82, 5, 8, 1, 18
2024/5/9, 153, 131, 3, 8, 1, 36
2024/5/10, 248, 75, 10, 8, 1, 19
2024/5/11, 157, 112, 7, 7, 1, 25
2024/5/12, 210, 103, 5, 7, 1, 26
2024/5/13, 197, 82, 8, 8, 1, 21
2024/5/14, 168, 129, 7, 8, 2, 33
2024/5/15, 232, 93, 8, 9, 1, 22
2024/5/16, 202, 150, 6, 8, 2, 37
2024/5/17, 268, 174, 10, 9, 2, 37
2024/5/18, 267, 141, 8, 9, 1, 30
2024/5/19, 251, 94, 6, 9, 1, 23
2024/5/20, 205, 46, 12, 7, 1, 12
2024/5/21, 118, 78, 9, 7, 1, 20
2024/5/22, 167, 109, 5, 8, 2, 29
2024/5/23, 214, 105, 5, 7, 1, 19
2024/5/24, 158, 121, 5, 8, 2, 28
2024/5/25, 231, 103, 2, 8, 2, 26
2024/5/26, 216, 97, 7, 9, 2, 27
2024/5/27, 207, 134, 7, 8, 2, 34
2024/5/28, 243, 76, 8, 7, 2, 20
2024/5/29, 179, 32, 9, 5, 2, 12
2024/5/30, 85, 39, 9, 7, 2, 13
2024/5/31, 82, 65, 2, 4, 2, 19
2024/6/1, 153, 52, 6, 6, 2, 16
2024/6/2, 134, 100, 9, 7, 2, 26
2024/6/3, 197, 104, 1, 6, 3, 28
2024/6/4, 225, 73, 6, 8, 3, 20
2024/6/5, 168, 41, 10, 5, 2, 13
2024/6/6, 115, 47, 5, 7, 2, 13
2024/6/7, 119, 60, 8, 10, 2, 13
2024/6/8, 136, 32, 9, 6, 2, 4
2024/6/9, 73, 25, 9, 5, 2, 3
2024/6/10, 67, 34, , 6, 2, 4
2024/6/11, 133, 30, , 7, 1, 3
2024/6/12, 84, 31, 15, 7, 1, 3
2024/6/13, 85, 31, 18, 7, 1, 5
2024/6/14, 88, 27, 16, 5, , 6
2024/6/15, 78, 47, 16, 4, , 11
2024/6/16, 102, 49, 11, 1, , 13
2024/6/17, 118, 32, 14, 3, , 7
2024/6/18, 84, 53, 16, 2, , 11
2024/6/19, 119, 54, 9, , , 12
2024/6/20, 136, 19, 27, 3, , 5
2024/6/21, 55, 34, 26, 2, , 8
2024/6/22, 93, 54, 17, 3, , 13
2024/6/23, 132, 62, 7, 3, , 17
2024/6/24, 147, 75, 6, 7, , 18
2024/6/25, 145, 107, 11, 5, , 24
2024/6/26, 194, 31, 15, 2, 1, 8
2024/6/27, 91, 27, 17, 2, 1, 9
2024/6/28, 68, 89, 9, 4, 1, 22
2024/6/29, 170, 103, 12, 3, 1, 24
2024/6/30, 202, 110, 8, 6, 1, 29
2024/7/1, 227, 33, 12, 1, 1, 10
2024/1/2, 31, 52, 9, 5, 1, 5
2024/1/3, 46, 41, 16, 4, 1, 5
2024/1/4, 32, 39, 15, 3, 1, 6
2024/1/5, 24, 35, 16, 2, 1, 6
2024/1/6, 27, 25, 17, , 1, 6
2024/1/7, 14, 23, 15, 2, 1, 6
2024/1/8, 21, 40, 12, 3, 1, 6
2024/1/9, 36, 52, 11, 7, 1, 6
2024/1/10, 51, 42, 18, 5, 1, 6
2024/1/11, 43, 48, 32, 6, 4, 8
2024/1/12, 50, 40, 19, 4, 1, 6
2024/1/13, 37, 41, 11, 3, 1, 7
2024/1/14, 30, 47, 8, 4, 1, 7
2024/1/15, 47, 62, 6, 3, 1, 7
2024/1/16, 53, 55, 9, 5, 1, 7
2024/1/17, 46, 48, 12, 5, 1, 7
2024/1/18, 42, 57, 11, 7, 1, 7
2024/1/19, 39, 79, 9, 13, 2, 7
2024/1/20, 57, 42, 16, 8, 1, 7
2024/1/21, 44, 48, 18, 6, 1, 3
2024/1/22, 57, 44, 46, 8, 1, 3
2024/1/23, 46, 12, 26, 4, 1, 3
2024/1/24, 50, 66, 12, 6, 1, 3
2024/1/25, 43, 51, 26, 4, 1, 4
2024/1/26, 34, 43, 27, 4, 1, 4
2024/1/27, 43, 50, 15, 7, 1, 4
2024/1/28, 34, 40, 30, 7, 1, 5
2024/1/29, 34, 46, 29, 6, 1, 4
2024/1/30, 32, 65, 13, 10, 1, 4
2024/1/31, 40, 57, 15, 8, 1, 4
2024/2/1, 47, 63, 10, 6, 1, 5
2024/2/2, 40, 50, 7, 4, 1, 5
2024/2/3, 46, 83, 11, 10, 1, 6
2024/2/4, 66, 49, 33, 6, 1, 6
2024/2/5, 42, 46, 28, 4, 1, 6
2024/2/6, 50, 34, 11, 2, 1, 6
2024/2/7, 27, 34, 12, 5, 2, 6
2024/2/8, 21, 55, 18, 11, 1, 6
2024/2/9, 39, 46, 36, 7, 1, 6
2024/2/10, 33, 39, 34, 6, 1, 6
2024/2/11, 34, 42, 8, 6, 1, 6
2024/2/12, 33, 59, 11, 8, 1, 6
2024/2/13, 38, 55, 36, 8, 1, 6
2024/2/14, 39, 42, 32, 5, 1, 6
2024/2/15, 38, 43, 36, 5, 1, 6
2024/2/16, 26, 36, 23, 4, 1, 6
2024/2/17, 26, 77, 9, 10, 1, 6
2024/2/18, 48, 73, 12, 12, 2, 4
2024/2/19, 54, 52, 32, 8, 1, 3
2024/2/20, 46, 33, 19, 5, 1, 3
2024/2/21, 23, 35, 21, 5, 1, 3
2024/2/22, 26, 37, 8, 6, 1, 3
2024/2/23, 20, 62, 8, 11, 1, 3
2024/2/24, 48, 44, 8, 8, 1, 3
2024/2/25, 32, 40, 27, 8, 1, 3
2024/2/26, 38, 42, 16, 8, 1, 3
2024/2/27, 38, 43, 17, 9, 1, 3
2024/2/28, 25, 51, 7, 11, 1, 3
2024/2/29, 39, 45, 17, 11, 1, 3
2024/3/1, 28, 53, 11, 10, 1, 3
2024/3/2, 38, 74, 9, 11, 1, 3
2024/3/3, 35, 80, 10, 13, 1, 3
2024/3/4, 63, 48, 16, 10, 1, 3
2024/3/5, 37, 57, 15, 10, 1, 4
2024/3/6, 60, 45, 14, 9, 1, 4
2024/3/7, 47, 46, 16, 6, 1, 3
2024/3/8, 20, 18, 6, 5, 1, 4
2024/3/9, 20, 23, 11, 8, 1, 4
2024/3/10, 23, 30, 18, 7, 1, 4
2024/3/11, 30, 24, 17, 6, 1, 5
2024/3/12, 32, 15, 17, 6, 1, 4
2024/3/13, 15, 21, 15, 6, 1, 4
2024/3/14, 17, 47, 7, 10, 1, 4
2024/3/15, 43, 46, 10, 12, 1, 5
2024/3/16, 30, 41, 9, 11, 5, 5
2024/3/17, 44, 49, 11, 11, 1, 5
2024/3/18, 43, 43, 13, 12, 1, 6
2024/3/19, 39, 52, 19, 9, 1, 7
2024/3/20, 66, 15, 13, 7, 1, 7
2024/3/21, 44, 28, 14, 7, 1, 8
2024/3/22, 58, 23, 22, 8, 2, 7
2024/3/23, 47, 12, 6, 7, 2, 6
2024/3/24, 25, 29, 9, 9, 2, 6
2024/3/25, 32, 34, 9, 11, 2, 7
2024/3/26, 36, 34, 6, 11, 2, 6
2024/3/27, 36, 43, 14, 12, 2, 7
2024/3/28, 52, 48, 17, 13, 2, 8
2024/3/29, 48, 36, 7, 10, 2, 8
2024/3/30, 44, 47, 10, 13, 1, 8
2024/3/31, 45, 39, 14, 12, 1, 10
2024/4/1, 49, 46, 15, 11, 1, 11
2023/10/2, 89, 33, 18, 2, , 4
2023/10/3, 65, 35, 16, 2, 1, 6
2023/10/4, 83, 63, 12, 6, 1, 6
2023/10/5, 93, 42, 19, 3, 1, 5
2023/10/6, 66, 37, 14, 2, 1, 6
2023/10/7, 77, 53, 10, 6, 1, 6
2023/10/8, 90, 38, 13, 4, , 5
2023/10/9, 64, 35, 15, 5, 1, 3
2023/10/10, 46, 45, 10, 6, 1, 3
2023/10/11, 52, 57, 10, 8, , 3
2023/10/12, 52, 61, 9, 9, , 3
2023/10/13, 56, 60, 9, 8, 1, 3
2023/10/14, 65, 49, 11, 6, 1, 3
2023/10/15, 49, 45, 10, 7, , 3
2023/10/16, 48, 56, 8, 8, , 4
2023/10/17, 56, 64, 15, 10, 1, 4
2023/10/18, 55, 42, 18, 3, , 5
2023/10/19, 58, 65, 10, 7, 1, 9
2023/10/20, 87, 56, 10, 8, 1, 7
2023/10/21, 48, 39, 20, 6, , 7
2023/10/22, 36, 41, 16, 5, , 7
2023/10/23, 38, 41, 18, 3, , 7
2023/10/24, 37, 58, 11, 7, , 7
2023/10/25, 57, 70, 11, 12, , 9
2023/10/26, 53, 46, 6, 9, 1, 10
2023/10/27, 38, 26, 12, 22, , 12
2023/10/28, 47, 16, 14, 10, , 11
2023/10/29, 47, 28, 14, , , 13
2023/10/30, 62, 26, 15, 3, , 14
2023/10/31, 60, 25, 13, 7, , 13
2023/11/1, 48, 14, 15, 2, 1, 12
2023/11/2, 46, 20, 16, 9, , 16
2023/11/3, 76, 20, 14, 7, , 3
2023/11/4, 47, 18, 21, 5, 1, 3
2023/11/5, 39, 16, 12, 3, , 4
2023/11/6, 56, 16, 14, 2, 1, 4
2023/11/7, 64, 9, 17, 3, , 2
2023/11/8, 25, 28, 7, 9, , 2
2023/11/9, 43, 21, 13, 12, 1, 3
2023/11/10, 40, 17, 19, 3, 1, 2
2023/11/11, 29, 11, 14, 3, 1, 3
2023/11/12, 39, 20, 8, 6, 1, 4
2023/11/13, 55, 18, 13, 6, 1, 2
2023/11/14, 38, 22, 10, 14, 1, 3
2023/11/15, 31, 17, 16, 6, 1, 3
2023/11/16, 41, 20, 21, 3, 1, 6
2023/11/17, 65, 12, 11, 3, 1, 5
2023/11/18, 46, 22, 13, 3, 1, 6
2023/11/19, 69, 16, 16, 3, 1, 7
2023/11/20, 66, 10, 9, 3, 1, 5
2023/11/21, 36, 19, 12, 4, 1, 6
2023/11/22, 46, 24, 11, 8, 1, 4
2023/11/23, 26, 40, 8, 11, 2, 4
2023/11/24, 43, 63, 21, 5, 1, 5
2023/11/25, 31, 28, 11, 7, 1, 4
2023/11/26, 50, 22, 12, 6, 1, 4
2023/11/27, 36, 23, 15, 3, 1, 4
2023/11/28, 20, 25, 12, 6, 1, 4
2023/11/29, 17, 42, 9, 10, 1, 4
2023/11/30, 32, 32, 7, 7, 1, 3
2023/12/1, 30, 21, 11, 3, 1, 
2023/12/2, 9, 49, 7, 6, , 
2023/12/3, 34, 59, 6, 9, 1, 2
2023/12/4, 39, 40, 15, 7, 2, 1
2023/12/5, 34, 36, 21, 2, 2, 2
2023/12/6, 33, 37, 10, 4, 2, 2
2023/12/7, 32, 40, 12, 5, 2, 2
2023/12/8, 37, 37, 9, 4, 3, 2
2023/12/9, 41, 47, 7, 6, 2, 2
2023/12/10, 48, 44, 8, 7, 2, 2
2023/12/11, 43, 28, 14, 1, 2, 2
2023/12/12, 26, 54, 7, 6, 2, 3
2023/12/13, 48, 48, 10, 7, 2, 3
