date, pm25, pm10, o3, no2, so2, co
2023/7/20, 101, 12, 16, 3, 1, 2
2023/7/21, 41, 34, 13, 10, 2, 14
2023/7/22, 83, 23, 16, 9, 1, 5
2023/7/23, 58, 76, 13, 5, 2, 15
2023/7/24, 149, 64, 17, 4, 1, 10
2023/7/25, 135, 26, 19, 5, , 9
2023/7/26, 54, 34, 13, 5, 1, 8
2023/7/27, 82, 52, 15, 8, 3, 13
2023/7/28, 108, 61, 12, 8, 6, 9
2023/7/29, 102, 70, 13, 5, 2, 10
2023/7/30, 81, 39, 10, 4, 1, 7
2023/7/31, 74, 61, 11, 7, 1, 17
2023/8/1, 102, 48, 16, 6, 2, 10
2023/8/2, 72, 58, 16, 7, 1, 7
2023/8/3, 88, 67, 14, 8, 1, 8
2023/8/4, 116, 76, 15, 7, 4, 9
2023/8/5, 116, 69, 16, 8, 1, 7
2023/8/6, 122, 86, 16, 9, 1, 14
2023/8/7, 157, 66, 14, 5, 1, 9
2023/8/8, 111, 71, 12, 8, 1, 11
2023/8/9, 126, 50, 16, 6, , 6
2023/8/10, 73, 39, 18, 4, , 3
2023/8/11, 23, 62, 16, 9, 3, 9
2023/8/12, 97, 65, 15, 7, 10, 9
2023/8/13, 96, 63, 16, 4, 10, 8
2023/8/14, 79, 85, 13, 6, 3, 16
2023/8/15, 113, 49, 15, 2, 1, 4
2023/8/16, 30, 62, 15, 5, 1, 8
2023/8/17, 42, 34, 18, 4, 3, 2
2023/8/18, 26, 35, 16, 8, 1, 10
2023/8/19, 88, 10, 15, 6, 1, 2
2023/8/20, 26, 10, 14, 5, 1, 3
2023/8/21, 28, 13, 15, 7, 1, 3
2023/8/22, 26, 20, 18, 6, , 5
2023/8/23, 63, 28, 16, 10, 1, 12
2023/8/24, 75, 34, 14, 10, 1, 9
2023/8/25, 92, 40, 18, 7, 2, 10
2023/8/26, 103, 47, 17, 6, 1, 11
2023/8/27, 117, 62, 14, 8, 1, 16
2023/8/28, 142, 28, 15, 5, 6, 5
2023/8/29, 79, 38, 14, 8, 1, 9
2023/8/30, 97, 23, 18, 5, 2, 5
2023/8/31, 65, 50, 13, 7, 1, 11
2023/9/1, 119, 36, 15, 8, 1, 8
2023/9/2, 89, 42, 10, 8, , 10
2023/9/3, 105, 29, 17, 6, 3, 8
2023/9/4, 86, 35, 13, 9, 1, 8
2023/9/5, 88, 27, 15, 6, , 6
2023/9/6, 82, 15, 13, 7, , 5
2023/9/7, 45, 31, 13, 9, 2, 7
2023/9/8, 83, 35, 11, 8, 1, 7
2023/9/9, 99, 13, 17, 3, 1, 4
2023/9/10, 44, 10, 19, 3, 1, 5
2023/9/11, 43, 20, 18, 4, 1, 5
2023/9/12, 66, 30, 16, 3, 2, 8
2023/9/13, 87, 32, 16, 6, 1, 10
2023/9/14, 93, 17, 15, 5, , 5
2023/9/15, 61, 10, 8, 6, 1, 11
2023/9/16, 39, 9, 18, 3, 1, 2
2023/9/17, 32, 22, 16, 3, 3, 7
2023/9/18, 74, 25, 15, 4, 5, 7
2023/9/19, 77, 20, 13, 5, 7, 6
2023/9/20, 66, 28, 15, 6, , 8
2023/9/21, 81, 14, 16, 3, , 3
2023/9/22, 50, 9, 16, 3, 6, 4
2023/9/23, 37, 13, 17, 2, 2, 4
2023/9/24, 50, 14, 17, 2, 4, 3
2023/9/25, 53, 18, 16, 4, 1, 5
2023/9/26, 60, 16, 16, 5, 8, 3
2023/9/27, 59, 8, 17, 4, 2, 2
2023/9/28, 32, 17, 14, 3, 9, 3
2023/9/29, 55, 13, 12, 4, 16, 3
2023/9/30, 38, 15, 14, 5, 2, 4
2023/10/1, 43, 6, 20, 1, 1, 3
2023/4/2, 69, 18, 13, 1, 13, 2
2023/4/3, 55, 29, 13, 5, 12, 2
2023/4/4, 62, 36, 13, 9, 4, 5
2023/4/5, 67, 24, 7, 8, 3, 11
2023/4/6, 50, 16, 14, 4, 8, 3
2023/4/7, 39, 26, 14, 5, 10, 3
2023/4/8, 61, 30, 19, 5, 4, 4
2023/4/9, 72, 23, 15, 3, 3, 6
2023/4/10, 58, 21, 5, 4, 4, 4
2023/4/11, 44, 12, 9, 3, 8, 4
2023/4/12, 30, 20, 5, 6, 3, 6
2023/4/13, 54, 9, 11, 2, 1, 3
2023/4/14, 27, 18, 14, 3, 6, 2
2023/4/15, 44, 26, 14, 6, 3, 4
2023/4/16, 62, 33, 13, 4, 6, 5
2023/4/17, 69, 29, 14, 4, 6, 5
2023/4/18, 60, 35, 12, 8, 4, 6
2023/4/19, 77, 39, 7, 5, 8, 7
2023/4/20, 84, 20, 6, 5, 1, 4
2023/4/21, 53, 15, 8, 5, 2, 4
2023/4/22, 46, 22, 9, 3, 8, 4
2023/4/23, 65, 26, 9, 5, 2, 5
2023/4/24, 68, 31, 9, 7, 1, 8
2023/4/25, 77, 41, 10, 10, 1, 7
2023/4/26, 95, 57, 10, 8, 2, 11
2023/4/27, 127, 18, 12, 6, , 4
2023/4/28, 56, 14, 15, 3, , 3
2023/4/29, 34, 22, 12, 5, , 13
2023/4/30, 45, 23, 14, 5, 1, 8
2023/5/1, 49, 32, 13, 5, 8, 7
2023/5/2, 81, 43, 11, 4, 6, 10
2023/5/3, 100, 29, 9, 4, 7, 7
2023/5/4, 75, 30, 11, 6, 5, 5
2023/5/5, 79, 43, 13, 5, 5, 10
2023/5/6, 102, 26, 10, 7, 1, 11
2023/5/7, 71, 35, 12, 5, 4, 5
2023/5/8, 89, 37, 10, 5, 8, 6
2023/5/9, 89, 48, 9, 7, 8, 5
2023/5/10, 110, 46, 7, 7, 7, 7
2023/5/11, 108, 33, 9, 6, 11, 6
2023/5/12, 80, 24, 8, 6, 12, 6
2023/5/13, 66, 26, 9, 6, 12, 5
2023/5/14, 66, 27, 21, 6, , 5
2023/5/15, 72, 19, 20, 7, , 3
2023/5/16, 52, 16, 11, 6, , 3
2023/5/17, 45, 29, 14, 6, 2, 6
2023/5/18, 66, 92, 10, 9, 2, 10
2023/5/19, 166, 137, 13, 7, 3, 16
2023/5/20, 200, 16, 16, 5, 1, 13
2023/5/21, 41, 31, 16, 3, , 6
2023/5/22, 85, 32, 14, 4, , 5
2023/5/23, 88, 30, 16, 4, , 2
2023/5/24, 71, 38, 15, 8, , 9
2023/5/25, 96, 49, 14, 7, , 10
2023/5/26, 113, 34, 16, 8, 1, 7
2023/5/27, 90, 71, 14, 7, 5, 12
2023/5/28, 144, 57, 8, 7, 1, 12
2023/5/29, 140, 79, 11, 8, 3, 16
2023/5/30, 152, 67, 12, 6, 1, 19
2023/5/31, 153, 36, 10, 8, 2, 8
2023/6/1, 86, 35, 12, 5, 1, 11
2023/6/2, 92, 22, 14, 7, 1, 5
2023/6/3, 48, 62, 15, 4, 1, 15
2023/6/4, 99, 46, 12, 4, 2, 10
2023/6/5, 91, 60, 8, 9, 1, 13
2023/6/6, 129, 25, 11, 8, 2, 7
2023/6/7, 67, 41, 9, 9, 1, 7
2023/6/8, 94, 10, 20, 2, 1, 4
2023/6/9, 25, 35, 17, 7, 2, 10
2023/6/10, 80, 67, 10, 10, 1, 19
2023/6/11, 155, 51, 13, 8, 2, 13
2023/6/12, 124, 91, 8, 9, 3, 21
2023/6/13, 177, 96, 11, 9, 3, 17
2023/6/14, 154, 51, 13, 6, 5, 10
2023/6/15, 124, 51, 11, 5, 6, 11
2023/6/16, 131, 44, 9, 9, 2, 6
2023/6/17, 113, 60, 12, 8, , 9
2023/6/18, 149, 88, 11, 10, , 14
2023/6/19, 200, 77, 5, 10, , 11
2023/6/20, 178, 58, 8, 10, , 8
2023/6/21, 153, 22, 18, 2, , 3
2023/6/22, 68, 11, 17, 4, , 4
2023/6/23, 38, 11, 11, 4, , 5
2023/6/24, 35, 21, 17, 6, , 6
2023/6/25, 67, 15, 11, 5, , 5
2023/6/26, 37, 32, 17, 5, 1, 11
2023/6/27, 70, 67, 17, 7, , 10
2023/6/28, 136, 42, 12, 6, 1, 9
2023/6/29, 99, 75, 7, 8, 1, 16
2023/6/30, 167, 75, 8, 10, 1, 18
2023/7/1, 153, 51, 12, 4, 1, 12
2023/2/14, 33, 33, 9, 4, 14, 
2023/2/15, 46, 38, 8, 2, 19, 
2023/2/16, 45, 37, 10, 3, 17, 
2023/2/17, 51, 46, 14, 5, 14, 
2023/2/18, 71, 60, 14, 8, 3, 11
2023/2/19, 126, 46, 12, 4, 10, 6
2023/2/20, 96, 35, 11, 3, 17, 1
2023/2/21, 61, 43, 12, 4, 10, 2
2023/2/22, 67, 44, 15, 7, 4, 20
2023/2/23, 70, 50, 9, 6, 8, 3
2023/2/24, 68, 22, 9, 2, 7, 
2023/2/25, 33, 24, 10, 2, 9, 
2023/2/26, 32, 32, 11, 4, 8, 
2023/2/27, 44, 35, 12, 4, 10, 1
2023/2/28, 42, 33, 10, 4, 8, 1
2023/3/1, 47, 37, 12, 5, 12, 1
2023/3/2, 43, 40, 10, 5, 15, 1
2023/3/3, 44, 24, 11, 3, 9, 1
2023/3/4, 32, 29, 12, 4, 14, 1
2023/3/5, 38, 23, 10, 3, 10, 1
2023/3/6, 35, 25, 4, 2, 3, 3
2023/3/7, 33, 19, 3, 4, 2, 3
2023/3/8, 34, 19, 4, 2, 1, 2
2023/3/9, 29, 19, 5, 5, , 3
2023/3/10, 37, 30, 7, 7, 1, 5
2023/3/11, 58, 21, 8, 3, , 2
2023/3/12, 30, 14, 6, 3, , 23
2023/3/13, 26, 21, 12, 3, 2, 2
2023/3/14, 37, 23, 9, 6, 1, 14
2023/3/15, 39, 26, 8, 7, , 15
2023/3/16, 47, 15, 4, 4, , 14
2023/3/17, 27, 23, 13, 5, 1, 4
2023/3/18, 43, 27, 10, 4, 4, 5
2023/3/19, 51, 23, 11, 2, 9, 2
2023/3/20, 39, 25, 14, 4, 4, 2
2023/3/21, 39, 31, 14, 4, 1, 2
2023/3/22, 48, 33, 16, 3, , 2
2023/3/23, 59, 36, 16, 4, , 2
2023/3/24, 64, 43, 12, 4, 1, 3
2023/3/25, 72, 44, 12, 4, 1, 3
2023/3/26, 73, 41, 11, 5, 1, 6
2023/3/27, 80, 35, 13, 4, , 13
2023/3/28, 72, 20, 11, 6, , 4
2023/3/29, 61, 28, 13, 4, 4, 3
2023/3/30, 65, 31, 13, 6, 6, 3
2023/3/31, 66, 32, 14, 6, 3, 3
2023/4/1, 73, 29, 11, 6, 10, 3
2025/1/1, , 43, 9, 3, 7, 2
2024/7/1, , 16, 12, 8, , 4
2023/2/13, , 28, 12, 2, 11, 
